filename,class_label
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_only_chan1_14.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_only_chan1_15.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_only_chan1_2.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_only_chan1_31.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_only_chan1_58.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_platelet_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_RBC_platelet_chan1_36.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_wbc_chan1_1.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_wbc_chan1_39.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_wbc_chan1_4.png,multi
../dataset/raw_revised_HL/raw/multi/012621_121B_1_wbc_chan1_86.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_15.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_19.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_22.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_35.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_38.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_4.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_41.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_42.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_44.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_45.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_53.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_55.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_58.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_67.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_platelet_cluster_chan1_73.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_10.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_34.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_59.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_62.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_66.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_68.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_only_chan1_76.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_platelet_chan1_10.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_RBC_platelet_chan1_29.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_wbc_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_wbc_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_wbc_chan1_42.png,multi
../dataset/raw_revised_HL/raw/multi/012621_126B_13_wbc_chan1_46.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_11.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_13.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_17.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_20.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_21.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_22.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_27.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_44.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_49.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_65.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_68.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_71.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_8.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_80.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_84.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_88.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_91.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_platelet_cluster_chan1_94.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_only_chan1_34.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_only_chan1_38.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_only_chan1_4.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_only_chan1_57.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_platelet_chan1_29.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_platelet_chan1_31.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_platelet_chan1_49.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_RBC_platelet_chan1_7.png,multi
../dataset/raw_revised_HL/raw/multi/012621_135B_17_wbc_chan1_14.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_12.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_38.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_70.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_74.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_platelet_cluster_chan1_8.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_33.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_47.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_57.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_64.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_70.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_71.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_only_chan1_8.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_platelet_chan1_1.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_platelet_chan1_21.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_platelet_chan1_23.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_RBC_platelet_chan1_40.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_wbc_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_wbc_chan1_5.png,multi
../dataset/raw_revised_HL/raw/multi/012621_138B_14_wbc_chan1_6.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_18.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_4.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_69.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_70.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_74.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_77.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_83.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_platelet_cluster_chan1_87.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_only_chan1_17.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_only_chan1_20.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_platelet_chan1_37.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_platelet_chan1_57.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_platelet_chan1_63.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_rbc_platelet_chan1_64.png,multi
../dataset/raw_revised_HL/raw/multi/012621_139B_16_wbc_chan1_6.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_33.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_34.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_37.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_43.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_47.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_57.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_6.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_61.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_platelet_cluster_chan1_62.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_RBC_only_chan1_11.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_RBC_only_chan1_31.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_RBC_only_chan1_32.png,multi
../dataset/raw_revised_HL/raw/multi/012621_141B_10_RBC_platelet_chan1_9.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_2.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_28.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_33.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_42.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_46.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_52.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_68.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_85.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_cluster_chan1_86.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_RBC_chan1_12.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_RBC_chan1_13.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_platelet_RBC_chan1_27.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_31.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_37.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_38.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_58.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_65.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_RBC_only_chan1_7.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_wbc_chan1_15.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_wbc_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_wbc_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_83B_4_wbc_chan1_39.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_platelet_cluster_chan1_2.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_RBC_only_chan1_5.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_RBC_platelet_chan1_33.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_RBC_platelet_chan1_34.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_RBC_platelet_chan1_43.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_RBC_platelet_chan1_54.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_wbc_chan1_58.png,multi
../dataset/raw_revised_HL/raw/multi/012621_85B_7_wbc_chan1_8.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_12.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_30.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_51.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_67.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_platelet_cluster_chan1_71.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_only_chan1_39.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_only_chan1_54.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_only_chan1_59.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_platelet_chan1_35.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_platelet_chan1_36.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_platelet_chan1_39.png,multi
../dataset/raw_revised_HL/raw/multi/012621_97B_12_RBC_platelet_chan1_44.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_26.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_39.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_42.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_43.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_47.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_69.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_85.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_platelet_cluster_chan1_9.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_only_chan1_12.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_only_chan1_14.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_only_chan1_22.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_only_chan1_44.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_platelet_chan1_1.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_platelet_chan1_10.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_platelet_chan1_12.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_2_rbc_platelet_chan1_15.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_8_rbc_only_chan1_11.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_8_rbc_only_chan1_50.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_8_rbc_platelet_chan1_1.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_8_rbc_platelet_chan1_17.png,multi
../dataset/raw_revised_HL/raw/multi/012621_98B_8_rbc_platelet_chan1_8.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_platelet_cluster_chan1_33.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_platelet_cluster_chan1_34.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_platelet_cluster_chan1_46.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_platelet_cluster_chan1_69.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_only_chan1_19.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_only_chan1_3.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_only_chan1_37.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_only_chan1_4.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_only_chan1_53.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_platelet_chan1_22.png,multi
../dataset/raw_revised_HL/raw/multi/012621_99B_RBC_platelet_chan1_53.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_100.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_109.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_134.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_137.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_140.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_146.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_22.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_30.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_32.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_35.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_43.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_45.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_50.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_54.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_55.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_58.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_70.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_73.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_74.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_142B_6_CD61+particles_83.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBC_multiple_CD61+_102.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBC_multiple_CD61+_44.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBC_multiple_CD61+_61.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBC_multiple_CD61+_84.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBC_multiple_CD61+_87.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBS_multiples_101.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBS_multiples_26.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBS_multiples_54.png.png,multi
../dataset/raw_revised_HL/raw/multi/0126p_012621_60394B_20_RBS_multiples_68.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_17.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_2.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_33.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_4.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_62.png.png,multi
../dataset/raw_revised_HL/raw/multi/0203p_02032021_60547b_9_CD61+particles_9.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_128b_5_DAPI+cells_1.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_128b_5_DAPI+cells_38.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_128b_5_DAPI+cells_5.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_100.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_112.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_12.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_121.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_155.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_16.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_18.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_19.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_43.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_58.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_6.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_61.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_62.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_69.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_88.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_134or139b_11_CD61+particles_91.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_137b_13_RBC_multiple_CD61+_101.png.png,multi
../dataset/raw_revised_HL/raw/multi/0210p_02102021_137b_13_RBC_multiple_CD61+_103.png.png,multi
